         14418388 function calls (14086165 primitive calls) in 14.805 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor.py:4657(remove_dead_parfor)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/resources/_common.py:1(<module>)
        2    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/resources/_common.py:17(files)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/resource_tracker.py:1(<module>)
     5054    0.002    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1304(__setattr__)
    16176    0.003    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/event.py:66(_guard_kind)
       83    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/frame.py:4276(__setitem__)
     3184    0.005    0.000    0.005    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      816    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/cgutils.py:158(__setattr__)
     5300    0.003    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/lazyframe/opt_flags.py:33(__init__)
     5681    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        2    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/resources/_common.py:59(from_package)
    11499    0.003    0.000    0.005    0.000 /Users/d3y010/repos/github/icom_abm/chance_c/model_classes/urban_agents.py:120(_calculate_house_budget)
        2    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/resources/_adapters.py:28(get_resource_reader)
        2    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/resources/_adapters.py:151(_native)
        2    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/resources/_adapters.py:146(_reader)
        2    0.000    0.000    0.005    0.002 <frozen importlib._bootstrap_external>:1136(get_resource_reader)
       93    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/pydoc.py:186(getdoc)
    89041    0.005    0.000    0.005    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/urllib3/filepost.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/externals/cloudpickle/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/quiver.py:1(<module>)
      183    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/runtime/context.py:378(incref)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/tarfile.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/utils.py:1(<module>)
       10    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/tempfile.py:648(opener)
    16877    0.003    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1409(_get_dtype)
      287    0.001    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_core/overrides.py:142(decorator)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/interchange/from_dataframe.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/shapely/impl.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/indexes/interval.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/dateutil/parser/_parser.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_core/_methods.py:1(<module>)
       72    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1381(__or__)
       10    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/lowering.py:355(init)
        3    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/metadata/__init__.py:975(distribution)
      202    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/cgutils.py:166(__getitem__)
     5299    0.002    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/_utils/parse/expr.py:142(_is_iterable)
        3    0.000    0.000    0.005    0.002 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/metadata/__init__.py:549(from_name)
     4375    0.002    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/target_extension.py:53(get_local_target)
       10    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/lowering.py:371(_find_singly_assigned_variable)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/binding/executionengine.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/common.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ir.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/datamodel/models.py:1(<module>)
       25    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:1249(_function_pass_manager)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/arrays/datetimelike.py:1(<module>)
        4    0.001    0.000    0.005    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyarrow/pandas_compat.py:782(table_to_dataframe)
        1    0.000    0.000    0.005    0.005 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/io/pyarrow_dataset/__init__.py:1(<module>)
       93    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/pydoc.py:170(_getdoc)
       18    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/base.py:412(declare_function)
       22    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopandas/geodataframe.py:248(set_geometry)
       29    0.000    0.000    0.005    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/metadata/__init__.py:914(<genexpr>)
    49914    0.003    0.000    0.005    0.000 {method 'add' of 'set' objects}
     1894    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        4    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/pool.py:362(map)
       25    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/metadata/__init__.py:812(search)
    23452    0.003    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/utils.py:484(sublist_iterator)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_utils/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/legend.py:1(<module>)
    97419    0.004    0.000    0.004    0.000 {built-in method builtins.callable}
     3183    0.001    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/series.py:914(__len__)
       83    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/frame.py:4519(_set_item)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/dtypes/cast.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/untyped_passes.py:1(<module>)
     9118    0.003    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/_config/config.py:676(_translate_key)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/click/exceptions.py:1(<module>)
     2396    0.004    0.000    0.004    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/boxing.py:1(<module>)
      224    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/nanops.py:111(f)
        4    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/pool.py:305(_repopulate_pool)
       24    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/attr/_make.py:760(_eval_snippets)
        4    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/internals/construction.py:506(nested_data_to_arrays)
        4    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/pool.py:767(get)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/analysis.py:1(<module>)
        4    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/pool.py:314(_repopulate_pool_static)
        4    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/pool.py:764(wait)
      391    0.002    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/instructions.py:68(__init__)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typed_passes.py:297(run_pass)
      875    0.001    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/interpreter.py:1798(_dispatch)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/geopy/geocoders/geonames.py:1(<module>)
     4898    0.003    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/internals/managers.py:1850(from_blocks)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/urllib3/connection.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/computation/scope.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor.py:2906(run)
        4    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/internals/construction.py:793(to_arrays)
        3    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/inspect.py:1224(getblock)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/memory.py:1(<module>)
        5    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/json/__init__.py:299(loads)
     3154    0.001    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_core/_methods.py:67(_all)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/random.py:1(<module>)
     6803    0.003    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/values.py:564(_get_reference)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/dateutil/__init__.py:12(__getattr__)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/charset_normalizer/utils.py:1(<module>)
    25204    0.003    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pynsim/components/component.py:298(get_institution)
       13    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/callconv.py:468(unpack_dynamic_exception)
       12    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/arrayobj.py:187(populate_array)
       64    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/core.py:1449(__add__)
      825    0.001    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/context.py:565(_rate_arguments)
        9    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typeconv/typeconv.py:96(promote_unsafe)
    16524    0.003    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/shapely/topology.py:18(_validate)
       13    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/codegen.py:775(_finalize_dynamic_globals)
        5    0.000    0.000    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/json/decoder.py:332(decode)
3105/3057    0.002    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/values.py:445(__init__)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/old_arraymath.py:1(<module>)
      144    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/cgutils.py:173(__setitem__)
     2750    0.002    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/_utils/various.py:114(is_bool_sequence)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/reshape/melt.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/_testing/contexts.py:1(<module>)
  413/394    0.000    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/base.py:689(cast)
        5    0.003    0.001    0.004    0.001 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/json/decoder.py:343(raw_decode)
     1917    0.002    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/_docscrape.py:475(_str_param_list)
        1    0.000    0.000    0.004    0.004 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/actions.py:1(<module>)
      665    0.002    0.000    0.004    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/typing.py:251(_collect_parameters)
